###!bad### If a Stoke player had done that to Alexis down the other end, most Arsenal fans on here would be screaming penalty and calling them thugs.
####################
###!bad### Bloody stupid from Xhaka but I'm struggling to see how the refs not given him a straight red? What does he think he's seen... #AFCvSCFC #BPL
####################
###!good### I love you Bellerin. Missed the lad soo much.
####################
###!bad### This is one of the worst calls I've seen holy fuck https://t.co/DFuPerPqD4
####################
###!bad### bellerin still cannot pass/cross
####################
###!good### Incredible last-ditch intervention from Diouf to stop what would've been a certain goal from Ozil. 0-1. #ARSSTK
####################
###!good### Spot on. https://t.co/H7mmOTgErD
####################
###!bad### xhaka is now playing nonsense
####################
###!bad### Cant see how people are bitching at the ref , bitch at Xhaka
####################
###!bad### Xhaka this ain't bloody rugby
####################
###!good### What a clearance by Diouf!!!!
####################
###!good### Mignolet is the PL's best at saving pens, he's surprisingly really good at it https://t.co/szRnBp0a5R
####################
###!bad### Xhaka dafuq???
Keep your cross down
###!bad### The worst part about Cech is that it doesn't even look like he tried on penalties, he just falls down to one of the sides???
####################
###!good### I love Allen. They give me Chick-fil-A
####################
###!good### Omg unreal feet arnautovic
####################
###!bad### So when is ozil  coming on? #arsenal
####################
###!bad### Cech record at saving penalties is shit
####################
###!good### Ffs Xhaka has actually been v good today as well.
####################
###!bad### Xhaka really is a walking red card. How did he ever get those house keys #TottenhamHotspur #Spurs
####################
###!good### Charlie Adam looks fit.
####################
###!bad### Ozil on one of those days he is pissed at everything every other player does apart from sanchez
####################
###!good### Allen is an engine, decent player to be fair.
####################
###!bad### FFS ARNAUTOVIC
####################
###!good### Lmaooooo. Monreal the savior.
####################
###!bad### Xhaka should've been sent off.. Mad Elbow there on Allen
####################
###!bad### Gabriel is soooooo trash.
####################
###!bad### What Allen just did now, was a foul but the brainless referee ignored it.
####################
###!bad### Ozil needs to wake up
####################
###!bad### ARNAUTOVIC SHOOT
####################
###!bad### Arnautovic smh
####################
###!bad### Xhaka LIABILITY #AFC
####################
###!good### Arnautovic almost came through.
####################
###!good### SCORE THAT ARNAUTOVIC
####################
###!bad### Ozil and ox. Where are you lol
####################
###!bad### Must have been red card for xhaka #ARSSTK
####################
###!bad### Cech is like having an 80 yr-old in goal lol
####################
###!bad### I really don't know about xhaka you know, seems like more trouble than he's worth
####################
###!bad### Arnautovic could have scored ffsssss
####################
###!bad### Ozil off please he has been useless.
####################
###!bad### Xhaka is so challenged when it comes to defending
####################
###!good### This Joe Allen guy is actually good.
####################
###!bad### Xhaka playing like shit
####################
###!bad### Ozil is having a slow first half
####################
###!bad### Walcott na waste
####################
###!bad### Wake up ozil ffs
####################
###!bad### Arnautovic is no where near good enough to be that lazy. #ARSSTK
####################
###!bad### Xhaka is too much of a hothead for my taste. #ARSSTK
####################
###!good### Arnautovic in behind there after some dallying from Bellerin, good block prevents him doubling Stoke's lead. #AFC
####################
###!bad### Was wondering why Wenger didn't start Xhaka in the game vs PSG when I was watching a few weeks ago. Now I can see. Swiss Lee Cattermole
####################
###!good### 40- Terrific block by Cech, stopping Arnautovic's shot on target. 0-1 #ARSSTK
####################
###!good### I'd shag Arnautovic
####################
###!bad### Arnautovic. Romances that ball a little too much. Ugh!!
####################
###!good### Fuck. Arnautovic. Superb play from Allen though. Brilliant.
####################
###!bad### even by Ozil's standards he looks languid and disinterested today
####################
###!good### oof Billy Arnautovic just about did us then
####################
###!good### Xhaka has been ok https://t.co/36J1gP9H4s
####################
###!bad### God damn it, we need a number 9 on. Alexis isn't cutting it on his own
####################
###!bad### Xhaka is so shit
####################
###!bad### #xhaka is a poor mans #fellaini
####################
###!bad### Should have scored Arnautovic! #ARSSTK
####################
###!bad### #Xhaka is one of those players you don't feel guilty about wishing a broken leg on
####################
###!bad### Ozil awful so far.
####################
###!good### Even Xhaka knows Walcott and Bellerin are d finest https://t.co/35OalIQGAO
####################
###!bad### Ozil looks tired
####################
###!good### Arnautovic looking like a player for once! Flies through Arsenal defence, Monreal blocks at the last #ARSSTK
####################
###!bad### Take Xhaka off he's been fucking dreadful
####################
###!bad### Walcott and Ox have offered nothing in this game
####################
###!good### Would Allen be Liverpool's best midfielder right now if they kept him?
####################
###!bad### That Xhaka who plays for #Arsenal is a dirty twat!
####################
###!bad### Xhaka not playing well at all
####################
###!bad### Xhaka playing in the penalty area like a clown. #ARSSTK
####################
###!good### Arnautovic is really dangerous.
####################
###!bad### Ozil and Sanchez anonymous so far yh https://t.co/RTFue82x2O
####################
###!bad### Is Bellerin match fit
####################
###!good### Modric is a glorified Joe Allen
####################
###!good### Allen powers Bellerin and sets u Arnautovic who showed some lovely feet but just couldn't get his shot away #ARSSTK
####################
###!good### Arnie is actually class. Joseph Allen is quality.
####################
###!bad### Arnautovic greedy fuck
####################
###!bad### Ozil having a mare
####################
###!good### Joe Allen so so good
####################
###!good### Diouf's doing really well at right wing-back. Fulfilling his defensive responsibilities diligently
####################
###!bad### Ozil does far too little
####################
###!good### Joe Allen so classy at times
####################
###!good### Arnautovic with the fancy footwork there
####################
###!good### Thank you joe allen.
####################
###!good### Joe Allen's beast mode is on
####################
###!good### Arnautovic cut his hair and he is playing so well. Samson in reverse
####################
###!bad### Xhaka has been dreadful
####################
###!bad### Xhaka not doing himself any favours
####################
###!bad### Xhaka is actually stupid Kmt
####################
###!good### Xhaka drops deep and connects defense to attack, but yerda thinks he's shite
####################
###!good### 1-1. Walcott.
####################
###!bad### Xhaka having a stinker
####################
###!good### 1-1 WALCOTT #AFC
####################
###!bad### Xhaka is awful. Flat out awful
####################
###!good### Walcott 1-1
####################
###!bad### Ozil and Ox really don't look arsed so far
####################
###!good### Arnautovic ruined Bellerin and Gabriel omg if only he scored
####################
###!good### Walcott equalises.
####################
###!good### WALCOTT AGAIN
####################
###!good### WALCOTT!
####################
###!good### HECTOR BELLERIN WHAT A ASSIST
####################
###!bad### Bellerin needs a gym session
####################
###!good### Good block by Monreal to deny Anatorvic #ARSSTK #SSFootball
####################
###!good### Goal Theo Walcott
####################
###!good### WALCOTT WHAT A GOAL
####################
###!bad### Chamberlain has been soo poor so far
####################
###!bad### Fuck off Walcott
####################
###!good### Walcott!!!!!!!
####################
###!good### THEO FUCKING WALCOTT!
####################
###!good### Walcott!
####################
###!bad### Xhaka not having his best game. Forcing play, probably because he feels guilty.
####################
###!good### Goal walcott
####################
###!bad### Bellerin looking sloppy
####################
###!good### Walcott. We got this.
####################
###!good### Yeaaahhh!!! Walcott!!!!
####################
###!good### 100 for Walcott
####################
###!good### Theo Walcott, equalizer.
####################
###!good### Walcott yet again!!
####################
###!good### Called it. Nice finish Walcott. 1-1
####################
###!good### Arnautovic almost scored ffs
####################
###!good### Walcott Goal 1-1
####################
###!good### YESSSSSSSSSSSSSSSSSSSS WALCOTT
####################
###!good### YES WALCOTT 1-1
####################
###!good### Oh how they missed Bellerin!
####################
###!good### what a finish walcott
####################
###!bad### OZIL IS SOOOOO DEAD
####################
###!good### Walcott scores
####################
###!good### GOOOOOOOL WALCOTT
####################
###!good### GOAAAAAAAAAAL! WALCOTT!
####################
###!good### Theo Walcott goal 1-1
####################
###!good### WALCOTT GET IN!!! #AFCvSCFC #AFC
####################
###!good### Alexis is a genius!!!!!
####################
###!good### Goal from Walcott! 1-1
####################
###!good### Bellerin to Walcott!
####################
###!bad### fuck off walcott
####################
###!good### BELLERIN UNREAL
####################
###!good### What a goal...excellent finish by Walcott
